"Domaine de formation","Canton de l'entreprise formatrice","Type de formation","Mode d'enseignement","Sexe","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Hôtellerie et services de restauration","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Thurgau","AFP","Dual","Sexe - total",24,21,26,24,22,20,25,17,19,24
"Hôtellerie et services de restauration","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,5,0,0,0,0
"Hôtellerie et services de restauration","Ticino","CFC","Dual","Sexe - total",212,194,190,190,187,186,204,189,195,205
"Hôtellerie et services de restauration","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Ticino","AFP","Dual","Sexe - total",42,35,43,53,47,50,42,49,61,58
"Hôtellerie et services de restauration","Vaud","CFC","Plein temps en école","Sexe - total",0,4,1,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Vaud","CFC","Dual","Sexe - total",628,617,578,556,596,570,548,534,556,574
"Hôtellerie et services de restauration","Vaud","AFP","Plein temps en école","Sexe - total",0,2,0,0,0,0,1,1,0,0
"Hôtellerie et services de restauration","Vaud","AFP","Dual","Sexe - total",52,44,61,57,82,91,75,66,68,60
"Hôtellerie et services de restauration","Valais / Wallis","CFC","Plein temps en école","Sexe - total",1,1,10,20,13,33,53,52,50,55
"Hôtellerie et services de restauration","Valais / Wallis","CFC","Dual","Sexe - total",231,228,225,241,263,259,246,223,231,224
"Hôtellerie et services de restauration","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Valais / Wallis","AFP","Dual","Sexe - total",36,47,36,40,43,49,42,38,29,21
"Hôtellerie et services de restauration","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Neuchâtel","CFC","Dual","Sexe - total",128,113,116,113,110,117,119,131,125,125
"Hôtellerie et services de restauration","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Neuchâtel","AFP","Dual","Sexe - total",33,37,29,36,37,31,31,29,31,20
"Hôtellerie et services de restauration","Genève","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Genève","CFC","Dual","Sexe - total",134,155,156,153,150,153,161,161,176,173
"Hôtellerie et services de restauration","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Genève","AFP","Dual","Sexe - total",58,56,53,60,69,70,57,57,53,63
"Hôtellerie et services de restauration","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Jura","CFC","Dual","Sexe - total",41,38,39,36,39,38,40,28,25,24
"Hôtellerie et services de restauration","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Jura","AFP","Dual","Sexe - total",3,4,4,2,4,2,3,4,9,2
"Sports","Suisse","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Suisse","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Suisse","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Suisse","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zürich","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zürich","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zürich","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Bern / Berne","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Bern / Berne","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Bern / Berne","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Bern / Berne","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Luzern","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Luzern","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Uri","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Uri","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schwyz","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schwyz","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Obwalden","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Obwalden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Nidwalden","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Nidwalden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Glarus","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Glarus","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zug","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Zug","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Fribourg / Freiburg","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Fribourg / Freiburg","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Solothurn","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Solothurn","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Stadt","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Stadt","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Landschaft","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Basel-Landschaft","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schaffhausen","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Schaffhausen","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Innerrhoden","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Appenzell Innerrhoden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","St. Gallen","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","St. Gallen","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Aargau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Aargau","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Aargau","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Thurgau","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Thurgau","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Ticino","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Ticino","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Vaud","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Vaud","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Vaud","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Vaud","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Valais / Wallis","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Valais / Wallis","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Valais / Wallis","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Neuchâtel","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Neuchâtel","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Genève","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Genève","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Genève","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Jura","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Sports","Jura","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Suisse","CFC","Plein temps en école","Sexe - total",1,0,0,0,0,0,1,2,3,3
"Services de transport","Suisse","CFC","Dual","Sexe - total",5337,5605,5697,5811,5914,5985,6034,6169,6372,6449
"Services de transport","Suisse","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,1,0,0
"Services de transport","Suisse","AFP","Dual","Sexe - total",583,573,563,620,654,722,763,763,746,780
"Services de transport","Zürich","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Zürich","CFC","Dual","Sexe - total",777,808,818,820,857,864,872,908,943,952
"Services de transport","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Zürich","AFP","Dual","Sexe - total",87,88,97,101,100,116,124,119,114,107
"Services de transport","Bern / Berne","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Bern / Berne","CFC","Dual","Sexe - total",626,662,652,666,696,702,709,690,714,768
"Services de transport","Bern / Berne","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,1,0,0
"Services de transport","Bern / Berne","AFP","Dual","Sexe - total",71,68,74,65,80,89,78,97,93,91
"Services de transport","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Luzern","CFC","Dual","Sexe - total",393,399,392,404,401,398,403,412,418,402
"Services de transport","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Luzern","AFP","Dual","Sexe - total",47,45,49,48,40,49,53,47,54,54
"Services de transport","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Uri","CFC","Dual","Sexe - total",22,19,21,24,28,28,27,20,24,26
"Services de transport","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Uri","AFP","Dual","Sexe - total",1,2,2,4,4,4,6,5,3,3
"Services de transport","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Schwyz","CFC","Dual","Sexe - total",77,78,83,84,79,85,96,89,87,86
"Services de transport","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Schwyz","AFP","Dual","Sexe - total",6,6,3,2,2,7,5,5,13,14
"Services de transport","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Obwalden","CFC","Dual","Sexe - total",29,34,35,32,30,34,32,31,36,41
"Services de transport","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Obwalden","AFP","Dual","Sexe - total",3,1,1,3,4,1,0,2,1,1
"Services de transport","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Nidwalden","CFC","Dual","Sexe - total",14,14,16,13,13,19,19,22,19,20
"Services de transport","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Nidwalden","AFP","Dual","Sexe - total",1,1,0,1,0,1,2,1,1,1
"Services de transport","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Glarus","CFC","Dual","Sexe - total",22,24,24,28,29,26,24,29,29,32
"Services de transport","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Glarus","AFP","Dual","Sexe - total",4,3,1,1,3,3,4,3,3,8
"Services de transport","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,1,0,0
"Services de transport","Zug","CFC","Dual","Sexe - total",65,66,66,69,73,74,69,71,78,86
"Services de transport","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Zug","AFP","Dual","Sexe - total",7,7,4,2,3,3,5,5,5,3
"Services de transport","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,1
"Services de transport","Fribourg / Freiburg","CFC","Dual","Sexe - total",237,243,257,251,251,256,262,256,269,259
"Services de transport","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Fribourg / Freiburg","AFP","Dual","Sexe - total",2,3,3,3,4,9,14,12,15,24
"Services de transport","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Solothurn","CFC","Dual","Sexe - total",291,287,307,312,334,305,293,286,311,352
"Services de transport","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Solothurn","AFP","Dual","Sexe - total",62,62,68,59,58,65,61,64,61,59
"Services de transport","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Basel-Stadt","CFC","Dual","Sexe - total",111,117,122,129,119,115,110,112,117,110
"Services de transport","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Basel-Stadt","AFP","Dual","Sexe - total",1,3,7,12,7,0,0,0,0,3
"Services de transport","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,1,1
"Services de transport","Basel-Landschaft","CFC","Dual","Sexe - total",213,224,217,218,231,246,240,247,260,274
"Services de transport","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Basel-Landschaft","AFP","Dual","Sexe - total",26,27,18,27,28,25,23,25,36,36
"Services de transport","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Schaffhausen","CFC","Dual","Sexe - total",85,88,86,94,95,106,105,102,97,102
"Services de transport","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de transport","Schaffhausen","AFP","Dual","Sexe - total",13,15,11,11,18,11,10,14,11,12
