"No. SD"	"Nom F"	"SB-Code"	"Créé le"	"Modifié le"
"0.614.2.1"	"Comptable-Contrôleur/euse de gestion dipl. (DF), abr. 2004"	""	"08.01.2004"	"28.08.2007"	
"0.614.11.0"	"Courtier/ière en immeubles (BF)"	""	"01.10.2003"	"27.08.2012"	
"0.614.11.2"	"Courtier/ière immobilier/ière"	""	"28.10.2014"	"28.10.2014"	
"0.614.1.0"	"Développeur/euse immobilier/ière (BF)"	""	"31.08.2006"	"20.04.2015"	
"0.614.4.0"	"Expert/e en estimations immobilières (BF)"	""	"21.10.1999"	"28.08.2007"	
"0.614.2.0"	"Expert/e en finance et en controlling dipl. (DF)"	""	""	"01.06.2021"	
"0.614.9.0"	"Expert/e fiduciaire dipl. (DF)"	""	"06.11.1991"	"05.03.2009"	
"0.614.7.0"	"Expert/e fiscal/e dipl. (DF)"	""	"06.11.1991"	"15.04.2008"	
"0.614.10.0"	"Expert/e-comptable dipl. (DF)"	""	"05.11.1991"	"28.08.2007"	
"0.614.12.0"	"Fiduciaire, immobilier, controlling (divers)"	""	"26.01.2011"	""	
"0.614.6.0"	"Gérant/e d'immeubles (BF)"	""	"06.11.1991"	"28.08.2007"	
"0.614.1.1"	"Promoteur/trice immobilier/ière (BF), abr. 2015"	""	"08.12.2014"	"16.04.2015"	
"0.614.5.1"	"Régisseur/euse et courtier/ière en immeubles dipl. (DF), abr. 2006"	""	"08.03.2006"	"28.08.2007"	
"0.614.10.2"	"Réviseur/euse"	""	"11.12.2003"	"28.08.2007"	
"0.614.8.1"	"Spécialiste en fiduciaire et en conseil (BF)"	""	"28.11.2024"	"17.02.2025"	
"0.614.3.0"	"Spécialiste en finance et comptabilité (BF)"	""	""	"28.08.2007"	
"0.615.0.0"	"Banque, assurances, finances"	""	"28.08.2007"	"28.08.2007"	
"0.615.3.0"	"Analyste financier/ière et gestionnaire de fortunes dipl. (DF)"	""	"05.11.1991"	"28.08.2007"	
"0.615.23.0"	"Banque, assurances, finances (divers)"	""	"26.01.2011"	""	
"0.615.18.0"	"Broker"	""	""	"28.08.2007"	
"0.615.19.3"	"Cambiste"	""	"29.09.2010"	"29.09.2010"	
"0.615.14.2"	"Conseiller/ère en assurances"	""	"11.12.2003"	"28.08.2007"	
"0.615.22.0"	"Conseiller/ère en assurances sociales (ct. TI)"	""	"20.07.2009"	"21.05.2024"	
"0.615.26.0"	"Conseiller/ère en gestion de patrimoine (BF)"	""	"19.06.2017"	"24.08.2018"	
"0.615.4.1"	"Conseiller/ère en placements"	""	"11.12.2003"	"28.08.2007"	
"0.615.4.0"	"Conseiller/ère financier/ière (BF)"	""	"21.10.1999"	"28.08.2007"	
"0.615.18.1"	"Courtier/ière en bourse"	""	"07.06.2006"	"28.08.2007"	
"0.615.20.2"	"Diplômé/e en assurance privée (DF), abr. 1999"	""	"31.07.2014"	"31.07.2014"	
"0.615.1.0"	"Économiste bancaire dipl. ES"	""	"09.08.2005"	"29.07.2024"	
"0.615.20.0"	"Économiste d'assurance dipl. ES"	""	"17.09.2007"	"04.10.2022"	
"0.615.20.1"	"Expert/e en assurance dipl. (DF), abr. 2009"	""	"31.07.2014"	"04.08.2014"	
"0.615.8.0"	"Expert/e en assurance-maladie dipl. (DF)"	""	"02.02.1994"	"23.05.2018"	
"0.615.10.1"	"Expert/e en assurances de pension dipl. (DF), abr. 2018"	""	"15.05.2018"	"20.09.2018"	
"0.615.12.0"	"Expert/e en assurances sociales dipl. (DF)"	""	"05.11.1991"	"28.08.2007"	
"0.615.21.2"	"Expert/e en conseil financier dipl. (DF), abr. 2009"	""	"30.06.2009"	"28.09.2010"	
"0.615.1.1"	"Expert/e en économie bancaire dipl. (DF), abr. 2008"	""	"03.06.2009"	"03.06.2009"	
"0.615.21.0"	"Expert/e en finance de PME (DF)"	""	"17.09.2008"	"10.03.2009"	
"0.615.2.0"	"Expert/e en finance et investissements (DF)"	""	"21.10.1999"	"07.08.2020"	
"0.615.10.0"	"Expert/e en matière de prévoyance professionnelle (DF)"	""	"05.11.1991"	"20.09.2018"	
"0.615.24.0"	"Expert/e en opérations des marchés financiers (DF)"	""	"22.10.2012"	"08.01.2013"	
"0.615.9.0"	"Gérant/e de caisses de pension (DF)"	""	"02.02.1994"	"21.09.2021"	
"0.615.14.3"	"Inspecteur/trice en assurances"	""	"11.12.2003"	"28.08.2007"	
"0.615.19.1"	"Négociateur/trice en bourse"	""	"11.12.2003"	"29.09.2010"	
"0.615.15.0"	"Spécialiste de la prévoyance en faveur du personnel (BF)"	""	""	"29.03.2011"	
"0.615.14.0"	"Spécialiste en assurance (BF)"	""	"21.10.1999"	"28.08.2007"	
"0.615.14.1"	"Spécialiste en assurance privée (BF), abr. 1999"	""	"11.12.2003"	"28.08.2007"	
"0.615.7.0"	"Spécialiste en assurance-maladie (BF)"	""	""	"01.10.2024"	
"0.615.11.0"	"Spécialiste en assurances sociales (BF)"	""	"05.11.1991"	"28.08.2007"	
"0.615.1.2"	"Spécialiste en économie bancaire (BF), abr. 2008"	""	"03.06.2009"	"04.06.2009"	
"0.615.15.1"	"Spécialiste en gestion de la prévoyance en faveur du personnel (BF), abr. 2011"	""	"28.03.2011"	"28.03.2011"	
"0.615.1.3"	"Spécialiste en opérations bancaires (BF), abr. 2008"	""	"03.06.2009"	"03.06.2009"	
"0.615.25.0"	"Technicien/ne en opérations des marchés financiers (BF)"	""	"19.06.2017"	"01.02.2018"	
"0.615.19.0"	"Trader"	""	"28.01.1998"	"29.09.2010"	
"0.616.0.0"	"Gestion d'entreprise, management, gestion des ressources humaines"	""	"28.08.2007"	"02.02.2015"	
"0.616.11.1"	"Agent/e technico-commercial/e (BF), abr. 2019"	""	"18.08.2016"	"04.01.2019"	
"0.616.14.0"	"Assistant/e du personnel"	""	"05.11.1991"	"28.08.2007"	
"0.616.7.1"	"Bachelor of Business Administration (BBA)"	""	"11.12.2003"	"16.08.2010"	
"0.616.17.0"	"Chef/fe de projet SIZ"	""	"21.05.2003"	"28.08.2007"	
"0.616.6.1"	"Chef/fe du personnel"	""	"11.12.2003"	"28.06.2018"	
"0.616.6.3"	"Conseiller/ère en personnel (BF), abr. 2007"	""	"21.02.2008"	"21.02.2008"	
"0.616.20.0"	"Consultant/e en entreprise"	""	"06.11.1991"	"30.11.2010"	
"0.616.13.1"	"Diplômé/e en gestion commerciale ESCG"	""	"11.12.2003"	"19.08.2010"	
"0.616.21.0"	"Directeur/trice des ressources humaines (DF)"	""	"24.02.2004"	"07.01.2020"	
"0.616.10.0"	"Dirigeant/e d'entreprise (DF), abr. 2017"	""	"21.10.1999"	"20.10.2017"	
"0.616.10.1"	"Dirigeant/e d'entreprise technique dipl. (DF), abr. 2008"	""	"21.03.2009"	"15.04.2009"	
"0.616.19.0"	"Économiste (U)"	""	"06.11.1991"	"04.06.2020"	
"0.616.19.3"	"Économiste d'entreprise (U)"	""	"24.09.2012"	"04.06.2020"	
"0.616.12.1"	"Économiste d'entreprise dans les arts et métiers dipl. (DF), abr. 2015"	""	"24.03.2015"	"04.06.2020"	
"0.616.13.0"	"Économiste d'entreprise dipl. ES"	""	"17.07.2001"	"04.06.2020"	
"0.616.7.0"	"Économiste d'entreprise HES"	""	"05.11.1991"	"04.06.2020"	
"0.616.7.3"	"Économiste d'entreprise HES, communication d'entreprise"	""	"03.03.2005"	"04.06.2020"	
"0.616.12.0"	"Économiste d'entreprise PME (DF), abr. 2024"	""	"29.07.1996"	"05.12.2023"	
"0.616.19.1"	"Économiste politique (U)"	""	"11.12.2003"	"04.06.2020"	
"0.616.24.0"	"Expert/e en conduite organisationnelle dipl. (DF), abr. 2024"	""	"08.06.2010"	"29.10.2024"	
"0.616.8.0"	"Expert/e en gestion d’institutions de santé (DF)"	""	"06.11.1991"	"23.08.2021"	
"0.616.8.2"	"Expert/e en gestion hospitalière (DF), abr. 2021"	""	"22.06.2021"	"23.08.2021"	
"0.616.8.1"	"Expert/e en gestion hospitalière dipl. (DF), abr. 2000"	""	"11.12.2003"	"28.08.2007"	
"0.616.4.0"	"Expert/e en management de l'organisation (DF), abr. 2023"	""	"05.11.1991"	"20.09.2023"	
"0.616.25.0"	"Gestion d'entreprise, management, gestion des ressources humaines (divers)"	""	"26.01.2011"	"02.02.2015"	
"0.616.22.0"	"Gestionnaire en tourisme de santé et d'activité physique (DF), abr. 2020"	""	"26.03.2008"	"24.02.2020"	
"0.616.16.0"	"Maître/esse d'enseignement secondaire supérieur en branches socio-économiques (U)"	""	"05.11.1991"	"28.08.2007"	
"0.616.7.2"	"Master of Business Administration (MBA)"	""	"11.12.2003"	"16.08.2010"	
"0.616.3.1"	"Organisateur/trice (BF), abr. 2011"	""	"03.10.2011"	"03.10.2011"	
"0.616.4.1"	"Organisateur/trice dipl. (DF), abr. 2011"	""	"08.03.2011"	"08.03.2011"	
"0.616.21.1"	"Responsable en ressources humaines (DF), abr. 2020"	""	"27.08.2018"	"07.01.2020"	
"0.616.23.0"	"Secrétaire syndical/e (BF)"	""	"22.10.2008"	"09.01.2019"	
"0.616.18.0"	"Spécialiste de la conduite d'équipe (BF)"	""	"25.08.2003"	"21.06.2013"	
"0.616.18.1"	"Spécialiste de la conduite d'un groupe (BF), abr. 2013"	""	"30.01.2013"	"21.06.2013"	
"0.616.23.1"	"Spécialiste de la gestion et du développement des organisations syndicales (BF), abr. 2018"	""	"22.05.2018"	"09.01.2019"	
"0.616.11.3"	"Spécialiste en gestion d'entreprise technique (BF)"	""	"18.08.2025"	"28.10.2025"	
"0.616.26.0"	"Spécialiste en gestion de PME (BF)"	""	"13.08.2012"	"05.03.2013"	
"0.616.6.2"	"Spécialiste en gestion du personnel (BF), abr. 2007"	""	"13.12.2007"	"13.12.2007"	
"0.616.9.0"	"Spécialiste en gestion d’institutions de santé (BF)"	""	"09.10.2000"	"23.08.2021"	
"0.616.9.1"	"Spécialiste en gestion hospitalière (BF), abr. 2021"	""	"22.06.2021"	"23.08.2021"	
"0.616.3.0"	"Spécialiste en organisation d'entreprise (BF)"	""	"05.11.1991"	"23.08.2021"	
"0.616.6.5"	"Spécialiste en ressources humaines (BF), abr. 2017"	""	"17.12.2014"	"11.01.2017"	
"0.616.6.0"	"Spécialiste RH (BF)"	""	"05.11.1991"	"11.01.2017"	
"0.616.11.0"	"Spécialiste technico-gestionnaire (BF)"	""	"06.11.1991"	"28.10.2025"	
"0.616.15.0"	"Web Project Manager dipl. (DF)"	""	"19.08.2002"	"26.03.2009"	
"0.617.0.0"	"Export, import, logistique"	""	"28.08.2007"	"28.08.2007"	
"0.617.20.0"	"Agent/e de transport ferroviaire CFC"	""	"05.10.2023"	"05.10.2023"	
"0.617.6.6"	"Chef/fe d'expédition dipl. (DF), abr. 2017"	""	"22.07.2024"	"22.07.2024"	
"0.617.6.5"	"Chef/fe d'expédition et de logistique internationale dipl. (DF), abr. 2024"	""	"22.07.2024"	"22.07.2024"	
"0.617.19.1"	"Chef/fe d'exportation dipl. (DF), abr. 2014"	""	"06.01.2014"	"28.06.2018"	
"0.617.19.2"	"Chef/fe d'importation dipl. (DF), abr. 2014"	""	"06.01.2014"	"28.06.2018"	
"0.617.19.3"	"Chef/fe de commerce international dipl. (DF), abr. 2023"	""	"23.04.2021"	"03.01.2023"	
"0.617.6.1"	"Chef/fe de logismatique dipl. (DF), abr. 2005"	""	"08.09.2005"	"28.06.2018"	
"0.617.6.4"	"Chef/fe de logistique dipl. (DF), abr. 2024"	""	"22.07.2024"	"22.07.2024"	
"0.617.6.2"	"Chef/fe de logistique IT dipl. (DF), abr. 2012"	""	"10.07.2012"	"28.06.2018"	
"0.617.2.3"	"Employé/e postal/e (CFC), abr. 2001"	""	"11.12.2003"	"28.08.2007"	
"0.617.14.1"	"Expéditeur/trice"	""	"11.12.2003"	"28.08.2007"	
"0.617.16.0"	"Expert/e en commerce extérieur, spécialisé/e en importation et approvisionnement (BF), abr. 2008"	""	"10.07.2002"	"07.07.2008"	
"0.617.17.0"	"Export, import, logistique (divers)"	""	"26.01.2011"	""	
"0.617.2.1"	"Facteur/trice"	""	"11.12.2003"	"28.08.2007"	
"0.617.2.2"	"Fonctionnaire postal/e en uniforme"	""	"11.12.2003"	"19.08.2010"	
"0.617.7.1"	"Gestionnaire d'entrepôt (BF), abr. 2005"	""	"17.06.2005"	"15.09.2011"	
"0.617.2.5"	"Gestionnaire en logistique (CFC), abr. 2006"	""	"24.10.2006"	"01.09.2008"	
"0.617.7.0"	"Logisticien/ne (BF)"	""	"21.10.1999"	"01.04.2019"	
"0.617.1.0"	"Logisticien/ne (DF)"	""	"18.06.1996"	"01.04.2019"	
"0.617.2.6"	"Logisticien/ne (Distribution) CFC"	""	"09.12.2015"	"26.01.2016"	
"0.617.20.1"	"Logisticien/ne (orientation Transport) CFC, abr. 2024"	""	"05.10.2023"	"05.10.2023"	
"0.617.2.7"	"Logisticien/ne (Stockage) CFC"	""	"10.12.2015"	"26.01.2016"	
"0.617.8.0"	"Logisticien/ne AFP"	""	"25.08.2005"	"28.08.2007"	
"0.617.2.0"	"Logisticien/ne CFC"	""	"09.10.2000"	"05.10.2023"	
"0.617.7.3"	"Logisticien/ne en distribution (BF), abr. 2011"	""	"01.09.2011"	"01.09.2011"	
"0.617.7.2"	"Logisticien/ne en stockage (BF), abr. 2011"	""	"01.09.2011"	"01.09.2011"	
"0.617.1.2"	"Logisticien/ne en stockage dipl. (DF), abr. 2014"	""	"14.07.2014"	"25.11.2014"	
"0.617.2.4"	"Magasinier/ière (CFC), abr. 2000"	""	"08.01.2004"	"28.08.2007"	
"0.617.1.1"	"Magasinier/ière dipl. (DF), abr. 2006"	""	"21.08.2006"	"28.08.2007"	
"0.617.19.0"	"Responsable du commerce international dipl. (DF)"	""	"21.06.2012"	"03.01.2023"	
"0.617.3.1"	"Spécialiste de logistique (BF), abr. 2012"	""	"10.07.2012"	"10.07.2012"	
"0.617.18.0"	"Spécialiste du commerce international (BF)"	""	"21.06.2012"	"23.08.2021"	
"0.617.14.2"	"Spécialiste en expédition (BF), abr. 2012"	""	"12.07.2012"	"16.10.2012"	
"0.617.14.0"	"Spécialiste en expédition et logistique internationale (BF)"	""	"05.11.1991"	"13.04.2017"	
"0.617.18.1"	"Spécialiste en exportation (BF), abr. 2014"	""	"06.01.2014"	"06.01.2014"	
"0.617.18.2"	"Spécialiste en importation (BF), abr. 2014"	""	"06.01.2014"	"06.01.2014"	
"0.617.3.0"	"Spécialiste en logistique (BF)"	""	"21.06.2000"	"17.02.2015"	
"0.617.6.0"	"Supply Chain Manager dipl. (DF)"	""	"04.12.2001"	"26.10.2022"	
"0.617.14.3"	"Transitaire (BF), abr. 2017"	""	"05.01.2017"	"12.04.2017"	
"0.620.0.0"	"Sécurité, administration publique"	""	"29.10.1991"	"13.12.2013"	
"0.620.1.0"	"Sécurité, administration publique (divers)"	""	"26.01.2011"	"13.12.2013"	
"0.621.0.0"	"Administration publique"	""	"29.10.1991"	"28.08.2007"	
"0.621.20.0"	"Administration publique (divers)"	""	"26.01.2011"	""	
"0.621.21.0"	"Chef/fe d'office"	""	"20.09.2011"	"06.08.2025"	
"0.621.14.1"	"Conseiller/ère en formation"	""	"01.07.2008"	"10.09.2008"	
"0.621.17.0"	"Conservateur/trice du registre foncier"	""	"06.11.1991"	"14.01.2005"	
"0.621.12.0"	"Économiste en administration dipl. (DF), abr. 2011"	""	"08.11.2001"	"04.06.2020"	
"0.621.3.0"	"Entrepreneur/euse de pompes funèbres (BF)"	""	""	"12.11.2021"	
"0.621.16.1"	"Expert/e des poids et mesures dipl. (DF), abr. 2015"	""	"08.12.2014"	"09.03.2015"	
"0.621.18.1"	"Expert/e en matière de droit des poursuites pour dettes et de la faillite (BF), abr. 2015"	""	"17.12.2014"	"24.03.2015"	
"0.621.19.0"	"Fonctionnaire administratif des collectivités locales (ct. TI)"	""	"20.07.2009"	"27.10.2023"	
"0.621.15.2"	"Fonctionnaire fiscal/e"	""	"06.04.2011"	"04.05.2011"	
"0.621.13.0"	"Huissier/ière"	""	"06.11.1991"	"14.01.2005"	
"0.621.14.0"	"Inspecteur/trice du travail"	""	"06.11.1991"	"14.01.2005"	
"0.621.11.0"	"Officier/ière de l'état civil (BF)"	""	"06.11.1991"	"17.09.2019"	
"0.621.21.1"	"Préposé/e à l'office des poursuites"	""	"20.09.2011"	"16.02.2016"	
"0.621.7.0"	"Secrétaire communal/e"	""	"06.11.1991"	"10.08.2010"	
"0.621.7.2"	"Secrétaire municipal/e"	""	"06.04.2011"	"06.04.2011"	
"0.621.22.0"	"Spécialiste en administration publique (BF)"	""	"05.08.2015"	"11.11.2015"	
"0.621.18.0"	"Spécialiste en matière de poursuite pour dettes et de faillite (BF)"	""	"27.02.2007"	"27.11.2023"	
"0.621.15.1"	"Spécialiste fiscal/e"	""	"06.04.2011"	"07.04.2011"	
"0.621.15.0"	"Taxateur/trice fiscal/e"	""	"06.11.1991"	"04.05.2011"	
"0.621.16.0"	"Vérificateur/trice des poids et mesures dipl. (DF)"	""	"02.02.1994"	"02.03.2015"	
"0.622.0.0"	"Sécurité, police"	""	"29.10.1991"	"19.11.2001"	
"0.622.8.0"	"Agent/e de détention (BF)"	""	"28.01.2003"	"14.01.2005"	
"0.622.9.3"	"Agent/e de la circulation"	""	"17.12.2003"	"14.01.2005"	
"0.622.9.0"	"Agent/e de police"	""	"06.11.1991"	"10.01.2012"	
"0.622.9.2"	"Agent/e de police municipale"	""	"17.12.2003"	"10.01.2012"	
"0.622.17.0"	"Agent/e de sécurité"	""	"06.11.1991"	"17.02.2005"	
"0.622.5.0"	"Agent/e de sécurité d'aéroport"	""	"06.11.1991"	"14.01.2005"	
"0.622.3.4"	"Agent/e professionnel/le de protection de personnes et de biens (BF), abr. 2018"	""	"25.01.2018"	"02.11.2018"	
"0.622.3.0"	"Agent/e professionnel/le de sécurité (BF)"	""	"07.04.2000"	"27.11.2018"	
"0.622.3.3"	"Agent/e professionnel/le de sécurité et de surveillance (BF), abr. 2018"	""	"15.09.2017"	"02.11.2018"	
"0.622.9.1"	"Assistant/e de sécurité publique"	""	"17.12.2003"	"10.01.2012"	
"0.622.24.0"	"Cadre des organisations de secours dipl. (DF)"	""	"24.07.2014"	"02.04.2024"	
"0.622.9.6"	"Collaborateur/trice des services de la circulation"	""	"31.03.2004"	"14.01.2005"	
"0.622.15.0"	"Criminaliste (U)"	""	"06.11.1991"	"21.09.2015"	
"0.622.18.0"	"Criminologue (U)"	""	"04.04.2000"	"21.09.2015"	
"0.622.1.0"	"Détective privé/e"	""	"06.11.1991"	"07.04.2011"	
"0.622.23.2"	"Expert/e du domaine des privations de liberté (DF), abr. 2019"	""	"16.05.2019"	"03.09.2019"	
"0.622.23.0"	"Expert/e en management du domaine des privations de liberté (DF)"	""	"27.02.2012"	"03.09.2019"	
"0.622.17.2"	"Garde du corps"	""	"11.12.2003"	"23.03.2009"	
"0.622.11.0"	"Garde pontifical"	""	"06.11.1991"	"14.01.2005"	
"0.622.8.1"	"Gardien/ne de prison"	""	"11.12.2003"	"14.01.2005"	
"0.622.16.1"	"Gendarme"	""	"10.01.2012"	"18.09.2013"	
"0.622.16.2"	"Inspecteur/trice de sûreté"	""	"10.01.2012"	"05.08.2019"	
"0.622.13.0"	"Instructeur/trice de la protection civile"	""	"06.11.1991"	"28.01.2019"	
"0.622.25.0"	"Instructeur/trice de la protection civile (BF)"	""	"15.01.2019"	"07.01.2020"	
"0.622.26.0"	"Opérateur/trice de centrale d’appels d’urgence (BF)"	""	"03.02.2021"	"27.04.2021"	
"0.622.16.0"	"Policier/ière (BF)"	""	"03.07.2003"	"10.10.2012"	
"0.622.20.0"	"Policier/ière (DF)"	""	"05.07.2007"	"24.04.2026"	
"0.622.2.0"	"Sapeur/euse-pompier/ière"	""	"06.11.1991"	"17.03.2021"	
"0.622.21.0"	"Sapeur/euse-pompier/ière professionnel/le (BF)"	""	"26.03.2008"	"17.03.2021"	
"0.622.22.0"	"Sécurité, police (divers)"	""	"26.01.2011"	""	
"0.622.23.1"	"Spécialiste du domaine des privations de liberté (DF), abr. 2015"	""	"21.05.2015"	"21.09.2015"	
"0.622.4.0"	"Spécialiste du service de pistes et de sauvetage (BF)"	""	""	"14.01.2005"	
"0.623.0.0"	"Droit, justice"	""	"29.10.1991"	"28.08.2007"	
"0.623.11.5"	"Administrateur/trice judiciaire dipl. ES, abr. 2007"	""	"20.09.2021"	"20.09.2021"	
"0.623.13.0"	"Agent/e d'affaires"	""	"20.09.2011"	"25.09.2013"	
"0.623.11.1"	"Agent/e judiciaire (ct. SG)"	""	"07.06.2007"	"07.06.2007"	
"0.623.6.3"	"Agent/e juridique de brevets"	""	"17.12.2003"	"15.01.2005"	
"0.623.11.4"	"Assistant/e en droit dipl. ES, abr. 2017"	""	"19.11.2017"	"19.11.2017"	
"0.623.6.0"	"Avocat/e"	""	"06.11.1991"	"15.04.2009"	
"0.623.12.0"	"Droit, justice (divers)"	""	"26.01.2011"	""	
"0.623.10.0"	"Économiste-juriste d'entreprise HES"	""	"03.03.2005"	"02.03.2022"	
"0.623.7.0"	"Greffier/ière de tribunal"	""	"06.11.1991"	"14.01.2005"	
"0.623.8.0"	"Juge"	""	"06.11.1991"	"15.01.2005"	
"0.623.3.0"	"Juriste (U)"	""	"06.11.1991"	"14.01.2005"	
"0.623.4.0"	"Notaire"	""	"06.11.1991"	"14.01.2005"	
"0.623.14.0"	"Paralegal (BF)"	""	"05.01.2022"	"28.02.2022"	
"0.623.11.0"	"Spécialiste en droit dipl. ES"	""	"17.05.2005"	"02.04.2020"	
"0.623.11.6"	"Spécialiste juridique dipl. ES, abr."	""	"20.09.2021"	"23.09.2021"	
"0.624.0.0"	"Armée"	""	"29.10.1991"	"19.11.2001"	
"0.624.6.0"	"Armée (divers)"	""	"26.01.2011"	""	
"0.624.3.0"	"Officier/ière de carrière (U)"	""	"08.11.1999"	"17.09.2014"	
"0.624.2.0"	"Pilote militaire"	""	"06.11.1991"	"15.01.2005"	
"0.624.4.0"	"Sous-officier/ière de carrière dipl. ES"	""	"10.11.1999"	"09.07.2025"	
"0.625.0.0"	"Douanes"	""	"29.10.1991"	"28.08.2007"	
"0.625.5.0"	"Déclarant/e en douane (BF)"	""	"06.11.1991"	"15.06.2012"	
"0.625.8.0"	"Douanes (divers)"	""	"26.01.2011"	""	
"0.625.6.2"	"Douanier/ière"	""	"11.12.2003"	"09.03.2006"	
"0.625.10.0"	"Enquêteur/euse de douane (DF)"	""	"04.09.2013"	"07.01.2014"	
"0.625.2.0"	"Essayeur/euse-juré/e"	""	"06.11.1991"	"31.05.2010"	
"0.625.9.0"	"Expert/e en douane dipl. ES, abr. 2022"	""	"01.09.2011"	"20.12.2022"	
"0.625.6.1"	"Fonctionnaire de douane"	""	"11.12.2003"	"19.08.2010"	
"0.625.6.4"	"Garde-frontière (BF), abr. 2023"	""	"31.05.2023"	"31.05.2023"	
"0.625.7.0"	"Garde-frontière (DF)"	""	"14.05.2007"	"10.12.2007"	
"0.625.6.3"	"Spécialiste de douane (BF), abr. 2023"	""	"10.09.2020"	"31.05.2023"	
"0.625.6.0"	"Spécialiste en douane et sécurité des frontières (BF)"	""	"10.07.2002"	"31.05.2023"	
"0.626.0.0"	"Service diplomatique et consulaire"	""	"29.10.1991"	"15.03.2004"	
"0.626.4.3"	"Collaborateur/trice consulaire"	""	"17.08.2020"	"17.08.2020"	
"0.626.5.0"	"Diplomate"	""	"06.11.1991"	"03.09.2008"	
"0.626.4.0"	"Gestionnaire de représentation diplomatique"	""	"17.07.2001"	"17.08.2020"	
"0.626.4.1"	"Secrétaire consulaire"	""	"11.12.2003"	"12.04.2010"	
"0.626.6.0"	"Service diplomatique et consulaire (divers)"	""	"26.01.2011"	""	
"0.626.7.0"	"Spécialiste consulaire"	""	"13.03.2020"	"13.03.2020"	
"0.630.0.0"	"Transports"	""	"29.10.1991"	"29.10.1991"	
"0.630.1.0"	"Transports (divers)"	""	"26.01.2011"	""	
"0.631.0.0"	"Routes"	""	"29.10.1991"	"29.10.1991"	
